steer,gas,brake
0.62096417,0.004248865,0.60805446
0.7099976,0.6426614,0.8916331
0.13134663,0.0055322135,0.0954334
-0.0015907992,0.7286494,0.6097943
0.8753264,0.10795455,0.34728715
-0.3762982,0.32319853,0.8455967
0.9203174,0.6461135,0.52843904
-0.49606362,0.606417,0.719828
0.8841049,0.46351814,0.47591558
0.82391,0.9852241,0.10573921
0.25305524,0.20290568,0.35586533
-0.65291387,0.22419398,0.51982254
-0.31737542,0.14444475,0.9324623
0.90406156,0.26634654,0.9739742
0.8444421,0.17653508,0.47213593
0.22970694,0.30433682,0.0017469454
-0.64944863,0.15158397,0.9901821
-0.7710212,0.7576713,0.095358185
0.35782585,0.55017596,0.6047573
0.8818971,0.31673124,0.012492681
0.8653109,0.3810355,0.14523877
0.73631495,0.5019197,0.18204062
-0.44403753,0.87876344,0.96987534
0.18529437,0.45935506,0.94927484
-0.7701943,0.6106034,0.4443945
0.7407862,0.74418896,0.3624668
0.7463375,0.2136423,0.48013586
-0.38759983,0.05636623,0.11917258
-0.93486506,0.15652798,0.61401784
-0.09288696,0.15127891,0.8748608
0.02172728,0.66749805,0.50744337
0.6410637,0.85656923,0.41151735
0.27576768,0.26788908,0.45593145
-0.3884087,0.17585042,0.21972197
0.83076566,0.40625137,0.98028076
-0.8341551,0.5429187,0.20477961
-0.56392026,0.29293633,0.26026124
0.6669302,0.82703394,0.7482411
0.7545311,0.18003908,0.62681633
-0.11263295,0.2544146,0.8107397
0.51478654,0.06890037,0.85866797
-0.44193,0.6738236,0.98831576
-0.01300285,0.8593828,0.13853292
0.08142047,0.34945464,0.09416507
0.989859,0.71646744,0.12619917
0.7501729,0.5233199,0.9635487
-0.31887895,0.66880876,0.36540392
0.8586725,0.15419032,0.20811452
-0.5431952,0.16889635,0.90345716
0.10815673,0.30488637,0.84749985
-0.56974995,0.1454074,0.010970899
-0.697265,0.00034325506,0.5899492
-0.87632,0.13309708,0.68375504
-0.12601517,0.74369955,0.30904025
0.77818674,0.86143327,0.9969378
0.3290785,0.6685521,0.5293233
-0.10213408,0.38734725,0.5111724
0.3385323,0.24953331,0.77597904
0.5764226,0.22081047,0.6023239
-0.2755635,0.3758821,0.9617559
-0.7515699,0.5036799,0.07365608
0.79622567,0.7554809,0.38011378
0.49125516,0.66758925,0.7738467
0.3175227,0.45349586,0.587688
-0.17174436,0.29969054,0.12252804
0.39442375,0.5878887,0.80991024
0.67662287,0.63136405,0.025804622
0.25091696,0.37081268,0.4264118
-0.17555067,0.6018958,0.5434404
-0.6090751,0.5856289,0.21071701
-0.8231135,0.99691254,0.08128081
-0.29037982,0.10651153,0.6701165
-0.28571993,0.5021803,0.05124768
0.10534945,0.8858971,0.98831815
-0.76544964,0.45775363,0.40098092
-0.11399075,0.72929996,0.79659075
-0.6157965,0.5248069,0.89133006
-0.8541585,0.18418051,0.86048764
0.2723157,0.9993075,0.94689703
-0.18991694,0.5660249,0.71443594
-0.14987499,0.45553833,0.5602245
0.92842734,0.5974887,0.036245514
0.3888383,0.7017812,0.32095286
-0.542822,0.37591112,0.56967634
0.88839734,0.551347,0.21099594
-0.37318522,0.43304223,0.8278265
0.60226744,0.31377617,0.65035206
0.847091,0.07656302,0.15553516
0.12607278,0.17711551,0.58730483
-0.9264061,0.7498055,0.37946138
0.29534215,0.39415106,0.9841793
0.8281557,0.773643,0.5339066
0.32755655,0.8392414,0.4643891
0.396634,0.6501881,0.68975925
0.4308959,0.2087872,0.9668637
-0.4652302,0.87704647,0.37090403
0.35806772,0.8433147,0.9933312
0.6820022,0.55637574,0.18747048
-0.76478726,0.6082692,0.05659067
0.8436356,0.28337133,0.44399104
0.6908705,0.7492466,0.6770198
0.4715893,0.5126209,0.41508007
-0.6200389,0.76628274,0.8450264
0.37664616,0.5536773,0.39935485
0.11276264,0.8335361,0.27140608
0.19928788,0.22071804,0.12176792
0.75320536,0.09340509,0.9539786
0.29324177,0.5798639,0.93471944
-0.14033583,0.6034956,0.69620633
0.48425895,0.96059316,0.79624426
0.8920646,0.330292,0.69179887
0.15703332,0.48529112,0.73349905
0.8600411,0.47674417,0.2524421
-0.46218222,0.75119203,0.831783
-0.89130336,0.11716332,0.96556574
-0.6828235,0.51993424,0.70946133
-0.9681426,0.29067525,0.19671455
0.7148103,0.48904005,0.034719158
-0.66975904,0.6496084,0.5995232
-0.12318432,0.47585708,0.85832113
-0.2190273,0.4921709,0.5065474
0.44790885,0.466064,0.6063615
-0.12369066,0.744825,0.7666689
0.965466,0.87667495,0.1344426
0.9097714,0.5022803,0.60438794
-0.39451864,0.7491464,0.525819
-0.5697715,0.22608379,0.26928383
0.8975641,0.75385094,0.5839783
0.4497922,0.017425608,0.16347964
0.96096754,0.5971135,0.043866463
0.86266804,0.9392253,0.8869425
0.85989326,0.7180515,0.5492584
0.6489933,0.23543528,0.14110418
-0.3007138,0.8870783,0.9837191
-0.8920627,0.14100955,0.7637281
0.56613004,0.47754714,0.89708227
0.9217881,0.3043118,0.12246851
0.28207368,0.65922344,0.4485671
-0.3014258,0.6819338,0.99956197
-0.3993296,0.2859336,0.6680507
0.48201483,0.16414987,0.07333903
-0.26564994,0.051623207,0.74381393
0.72038865,0.41232362,0.115233764
0.43718717,0.67956656,0.32764372
-0.23152475,0.4892337,0.5486344
0.6888802,0.12606595,0.415922
-0.83291286,0.7312114,0.35730755
-0.87310755,0.4776266,0.10910913
-0.19346863,0.008327708,0.76407886
-0.590752,0.68517655,0.009988014
0.9945153,0.61364025,0.48761243
0.1911547,0.25600365,0.2064269
-0.764533,0.20959002,0.16510971
0.7679242,0.99154437,0.7673627
0.8320372,0.895795,0.77272034
0.48987517,0.7252411,0.80708295
-0.5168557,0.49246746,0.92984706
-0.92146754,0.27956605,0.5767192
-0.48029265,0.44945177,0.69451576
-0.42377627,0.18085308,0.9680015
-0.31882456,0.20419821,0.06738124
-0.4347024,0.21183597,0.5807246
-0.46538278,0.8786253,0.9061531
0.052126426,0.18645716,0.146688
-0.36187115,0.3545667,0.8363081
-0.9057474,0.9084738,0.17420363
0.7994808,0.33966026,0.7117295
-0.5767886,0.5748003,0.93345803
0.33110288,0.33095813,0.61103463
-0.83584046,0.8510208,0.3718988
-0.7140565,0.23868269,0.9442003
-0.91320974,0.9957435,0.10549572
-0.75881284,0.15132418,0.4623695
0.5760899,0.13529435,0.9205722
-0.16279767,0.006899324,0.9019624
-0.9174738,0.49070567,0.9689812
0.4209253,0.11371283,0.0030366203
0.17437194,0.13025893,0.25205335
0.870674,0.23956966,0.2905733
0.04846984,0.3293316,0.75613785
0.3575813,0.82821846,0.64783967
-0.38823074,0.4056401,0.4324742
0.68363905,0.53769714,0.096278
-0.81837195,0.20276627,0.5496304
0.34740028,0.82315177,0.51967883
0.6117151,0.13317147,0.961066
0.13047065,0.27932188,0.9556133
0.111930504,0.35413745,0.5367165
-0.27997896,0.89507526,0.23577261
-0.46931484,0.8505833,0.104845434
0.61581963,0.68271023,0.43284443
0.34260803,0.9220014,0.78382736
-0.23271117,0.42603144,0.3689958
-0.30621222,0.5240301,0.6139486
0.9558727,0.44422102,0.7983907
-0.14047003,0.67912644,0.30571502
-0.37816796,0.05279986,0.9794938
0.7336356,0.9736238,0.13325858
-0.68494844,0.7252961,0.06338064
-0.7944912,0.4799279,0.09296404
-0.67734575,0.20120195,0.21111466
0.05840239,0.18035915,0.12884215
0.030369341,0.48049435,0.9876274
0.0975445,0.6931036,0.31999296
0.63045245,0.6064742,0.14661996
-0.73423386,0.80627865,0.65348524
-0.20135613,0.9549499,0.3387657
-0.41250473,0.32070696,0.7200482
0.6803994,0.047730956,0.589296
0.94040006,0.30563042,0.56795365
-0.8231974,0.402067,0.9856603
-0.3350774,0.34951714,0.5157307
-0.04563736,0.13547027,0.8329712
0.23737703,0.529014,0.8841168
-0.07933204,0.0856699,0.27271846
-0.08995456,0.479519,0.5716568
-0.2123965,0.20522931,0.38525456
-0.48685643,0.41397777,0.55949676
-0.8087975,0.3197625,0.22096184
0.46979168,0.95514023,0.73213893
0.21240734,0.3989027,0.47755766
-0.020559322,0.13638921,0.8089191
-0.4463293,0.44260767,0.76640284
-0.38309485,0.33998376,0.88023585
-0.40926337,0.71891123,0.72521526
-0.5945588,0.90161335,0.9213125
-0.29508138,0.23488794,0.28054363
-0.9252545,0.5734088,0.0344687
-0.34764835,0.28965396,0.15451176
0.56304604,0.52271056,0.32361293
0.22589372,0.7083975,0.5754322
-0.88249123,0.3782758,0.19636704
-0.42146733,0.13738778,0.56676894
-0.3807783,0.26367092,0.6296845
0.33491844,0.42897412,0.5407198
-0.004139668,0.14765957,0.42746115
-0.14020038,0.7623206,0.5454676
0.88025945,0.19802184,0.8119111
0.97590566,0.006395174,0.2383855
-0.058539513,0.120088354,0.08519258
-0.6250562,0.50954455,0.25185984
0.9224503,0.4564176,0.56719
0.49844864,0.16623612,0.2711143
0.2924498,0.83928543,0.6356922
-0.3035018,0.7625282,0.5529133
-0.5078276,0.8020443,0.42749274
0.94384116,0.87420064,0.48373318
-0.80104786,0.6670414,0.08909844
-0.06598014,0.27026054,0.5031641
0.756994,0.06291464,0.15734625
0.9933654,0.57743806,0.043245904
0.17732021,0.92518985,0.9941429
-0.5031049,0.8976099,0.10921852
-0.9559567,0.92974293,0.8465078
0.70739293,0.049247414,0.96612537
0.54391444,0.6522545,0.26079118
0.40931404,0.67772096,0.79629296
-0.02841679,0.69658834,0.38527912
0.002179141,0.8952069,0.48765135
-0.75836086,0.33013585,0.43990186
0.12668253,0.9977042,0.504073
-0.62186205,0.841048,0.6443527
0.8934054,0.86852646,0.29415447
0.3421894,0.037052076,0.33149472
0.85568696,0.3537826,0.086134866
0.70651823,0.19888707,0.5065928
-0.44926518,0.6940806,0.37250265
0.017935574,0.6949492,0.9956314
0.9644214,0.3529564,0.5911465
-0.74660677,0.5183609,0.71835697
0.37715125,0.66983163,0.48555356
-0.52537024,0.56733423,0.73429334
-0.2990199,0.15000267,0.33628935
-0.37140626,0.2728647,0.63431096
0.7590673,0.8681709,0.039616603
0.90405,0.47715703,0.86246216
0.5675276,0.18994363,0.880313
0.50884545,0.063773975,0.5408379
-0.6148741,0.6695013,0.94562805
-0.65726185,0.36101675,0.6327142
0.2022334,0.8386098,0.32557157
0.27596924,0.99188715,0.9932636
-0.6022194,0.08117207,0.95720506
-0.73237306,0.52144736,0.05751788
0.74030066,0.34163332,0.7270015
0.5931954,0.21592042,0.11251107
-0.04541547,0.12127844,0.85429513
-0.44285765,0.8339342,0.54962665
-0.2229578,0.73741025,0.29408407
-0.4720171,0.23318687,0.4197598
-0.73514503,0.83508116,0.7164696
-0.9115866,0.95104533,0.39303407
-0.0365802,0.77557665,0.71183443
0.5866354,0.13356496,0.20763612
-0.118770465,0.09264281,0.26329798
-0.31345066,0.7783457,0.81928754
-0.31005362,0.8225778,0.5414045
0.12809871,0.8874515,0.110886805
0.616625,0.0064495658,0.8165481
-0.38612098,0.9048289,0.6987994
-0.60615975,0.26527405,0.63800347
0.90706605,0.09270682,0.5239053
-0.8968741,0.7949289,0.1142399
0.8624779,0.61817,0.1027214
0.10138582,0.6900168,0.2535071
-0.7433917,0.13133512,0.94078386
-0.7735318,0.25114027,0.00073281035
-0.47457564,0.52528775,0.39752385
-0.13876785,0.8694663,0.3546104
0.27848223,0.43815058,0.50344616
-0.833273,0.13915168,0.9291603
0.31816483,0.677914,0.12025242
-0.29273903,0.49077997,0.0508227
0.26538888,0.07558196,0.11988577
0.020081824,0.9811288,0.98329294
-0.3424484,0.8093974,0.8908332
-0.6509025,0.9815685,0.2782624
0.4945861,0.8098668,0.68571544
0.02432902,0.3531731,0.2569841
-0.091823876,0.1086436,0.44430435
-0.25634703,0.23568426,0.5258766
0.87734455,0.24376497,0.035298295
-0.60047686,0.27289334,0.2792771
-0.20650336,0.9793845,0.3412469
-0.5151491,0.31240872,0.1850179
-0.9813496,0.89981085,0.7691793
-0.38045564,0.98618317,0.24359359
0.88216555,6.81178e-05,0.32390258
0.9501289,0.15261015,0.9518689
-0.14307901,0.90115297,0.14992632
0.95329905,0.99765843,0.65544724
0.39624712,0.01900636,0.36422592
0.9318362,0.88227296,0.27418113
-0.752742,0.30009577,0.7528736
-0.8120519,0.5482526,0.5986726
0.40029162,0.12192823,0.522423
-0.22811499,0.5817189,0.95628417
-0.798166,0.19183466,0.6323969
0.7938582,0.0762558,0.16014908
-0.448669,0.3734715,0.48494858
0.7671382,0.9068923,0.24462424
0.33873445,0.4953444,0.17073455
-0.56832874,0.97908664,0.7346392
-0.045374624,0.41402265,0.7410109
0.2317751,0.78408307,0.8840776
0.4973653,0.41415358,0.41841346
0.501525,0.6691019,0.6739376
0.8817728,0.4804749,0.146675
-0.38495818,0.05983605,0.862353
-0.8098855,0.737048,0.32721508
0.1959213,0.7940934,0.5740545
-0.384113,0.3290901,0.86816406
0.31404108,0.84047663,0.67416376
0.40163878,0.3462669,0.043150283
-0.15431674,0.5797677,0.95403546
-0.30874714,0.1540102,0.60218537
-0.86807907,0.014224597,0.5830746
0.5105767,0.64998513,0.8470261
0.107746005,0.788925,0.4285539
-0.5849655,0.18849508,0.64471424
-0.5540689,0.108336255,0.6313894
-0.90885776,0.9121184,0.13521767
0.3049667,0.9283494,0.7009871
-0.9280077,0.34938285,0.8877428
-0.27060455,0.24311855,0.54921496
-0.5031077,0.12157496,0.23660249
-0.9739764,0.813437,0.45670122
-0.7176627,0.8555844,0.77700526
-0.38440448,0.058085423,0.81815124
0.80643034,0.32387292,0.11097565
-0.7888116,0.93170494,0.5125004
-0.99921924,0.47763607,0.87435305
0.5367326,0.2965157,0.14607851
0.29431498,0.42321175,0.5730858
0.41019896,0.48005995,0.30365115
-0.20415504,0.49774662,0.6298741
-0.34562862,0.47726345,0.96323794
0.09866293,0.75096786,0.97078675
-0.8739781,0.80068195,0.029347513
0.7301177,0.5023202,0.8497238
-0.20670465,0.71836805,0.4751232
0.13623306,0.744225,0.8604197
-0.12185594,0.21724305,0.023462228
-0.6982623,0.14470667,0.98156154
0.5928849,0.6371665,0.47567427
0.35082394,0.97279835,0.060724903
0.55070215,0.9165886,0.43618643
0.26672968,0.8889537,0.87502855
-0.2194338,0.2874431,0.15353258
0.6478746,0.029019704,0.84563154
-0.25695145,0.66615283,0.8086322
-0.33351997,0.07735997,0.50894725
0.6936287,0.40412825,0.11688535
0.44125605,0.19107649,0.6884853
0.50445116,0.7331131,0.08385572
0.35175714,0.10840506,0.6884278
0.3295663,0.079100266,0.35607952
-0.8833344,0.6707618,0.90238816
0.41689354,0.18657082,0.5588892
0.91492784,0.36311045,0.25848767
-0.51789963,0.56895095,0.9022646
0.26257563,0.63954496,0.9539135
-0.8078801,0.1441381,0.07445527
0.5906398,0.15077172,0.6255916
0.4178317,0.38095126,0.59027904
-0.85963947,0.6806982,0.88763624
0.7715897,0.3792655,0.836539
-0.9483153,0.5571757,0.72739893
0.36479002,0.87930226,0.32661778
0.24827161,0.98362553,0.72502196
0.8411155,0.31484318,0.7261936
0.78549707,0.010771796,0.8799224
-0.26696622,0.31661144,0.96628827
0.15667824,0.7249314,0.77015036
0.7494257,0.12059817,0.046508458
0.98261136,0.23583445,0.9420427
0.52037454,0.11400128,0.390178
0.112178944,0.43840337,0.36558363
-0.41576475,0.06260993,0.5010025
0.26073542,0.5406079,0.44260973
-0.9221985,0.36905786,0.781465
-0.43017116,0.96768135,0.7540642
0.6489962,0.44144857,0.55069005
-0.52073616,0.57274705,0.056623496
0.11699976,0.4041228,0.6688824
-0.08946822,0.030865338,0.4914378
-0.3200166,0.90012246,0.73876286
0.9778361,0.5126902,0.54909796
0.07240747,0.23813674,0.58850193
0.48746452,0.97158235,0.2927048
-0.22763196,0.47994676,0.19432448
0.85076624,0.5485981,0.53984547
0.021621648,0.8134071,0.055201888
-0.30283374,0.871525,0.10006215
0.89328486,0.22342439,0.20917077
0.4156496,0.22559693,0.4447872
0.69282395,0.49554157,0.15797861
-0.82616395,0.6465781,0.8109049
0.90773904,0.09505026,0.73331
0.30904692,0.54968214,0.57213914
0.6788508,0.56025195,0.1622431
0.41371733,0.5937038,0.36789927
-0.97343767,0.15843858,0.2923148
-0.8691697,0.76310736,0.49731207
-0.7538369,0.6715601,0.017945003
0.7073771,0.43777367,0.40984997
-0.4290697,0.35136208,0.765423
-0.347001,0.2945637,0.29253584
-0.70910037,0.20862547,0.35552436
0.38981965,0.10752443,0.50791615
0.4300786,0.7758831,0.39393643
-0.2657468,0.06493207,0.29792118
0.71240216,0.71013886,0.71599257
0.5570016,0.49693337,0.11655898
-0.5502723,0.24008705,0.19951507
0.20172827,0.6749845,0.6578728
-0.2682094,0.7120639,0.73567396
-0.4709015,0.41360506,0.23347224
-0.802206,0.9357769,0.46206087
0.05311389,0.1175932,0.80107766
0.69632965,0.67736983,0.11867311
-0.77024764,0.6161175,0.28660128
0.1277985,0.07344257,0.09747949
0.37154472,0.7405562,0.86010355
-0.87782073,0.9476179,0.37115556
-0.7137828,0.82670736,0.03720757
0.25763303,0.23104881,0.1338963
-0.32926258,0.27721766,0.084804505
0.35529274,0.7862765,0.2595626
-0.34947553,0.97948366,0.08875555
0.9986335,0.29234248,0.02361627
-0.11378784,0.46883315,0.03537967
-0.53445804,0.25403076,0.38465554
-0.7351683,0.93206334,0.15927087
-0.5252577,0.842212,0.45721874
-0.39138332,0.46020132,0.8663897
0.81160617,0.93218577,0.5148886
0.9468681,0.77134025,0.7711043
0.92113835,0.6509627,0.637096
-0.273467,0.25504738,0.32000074
-0.3280138,0.16622902,0.2751924
-0.41425553,0.22307804,0.67748773
0.53780204,0.0025122245,0.89453006
0.62508816,0.27900112,0.66080785
-0.9186798,0.35576457,0.59920436
-0.045125287,0.6244592,0.8997278
0.5546254,0.9109965,0.78158116
-0.395163,0.61049074,0.69279337
-0.6253437,0.75830895,0.50993776
0.94533306,0.7005807,0.7623219
-0.51132905,0.47766683,0.0830916
-0.44254398,0.9688755,0.68271416
-0.73367184,0.63112855,0.5746094
0.999699,0.7314133,0.40120533
0.2988938,0.22563794,0.13694803
0.7689733,0.9880417,0.12276467
0.76792246,0.091354884,0.38926408
0.14127815,0.25849348,0.1929958
0.025592042,0.25953558,0.023518527
0.7789632,0.11444384,0.24005856
0.07558446,0.60052925,0.07824309
-0.15551746,0.2537141,0.12155232
-0.58051294,0.9091741,0.3402901
0.875496,0.16533552,0.95457536
0.03736185,0.40236336,0.66755766
0.022108225,0.8911136,0.8677586
-0.05030854,0.65742666,0.5239157
0.8302992,0.66940624,0.53768945
-0.9368734,0.19696642,0.48501307
0.825664,0.29034236,0.37776342
0.6319331,0.27730674,0.3870773
0.11163984,0.46514925,0.00042069049
-0.6722233,0.58368486,0.7794808
0.53337336,0.9352146,0.4749609
-0.43109828,0.43406966,0.7363051
-0.53177625,0.24222513,0.8865384
0.87095815,0.2809106,0.7696246
-0.3612167,0.28324202,0.10219724
0.3355916,0.475381,0.7067149
-0.22977753,0.8721259,0.03453667
-0.39219508,0.24720143,0.84715044
0.9645441,0.07896331,0.27068156
0.6374695,0.21339065,0.6976027
0.1878188,0.87594694,0.14345504
0.045557775,0.4529959,0.41081432
-0.90049195,0.91265243,0.1872919
-0.22726364,0.3047032,0.1159859
0.76591474,0.25695565,0.93173194
-0.7658402,0.83103603,0.5154419
-0.53029305,0.8496487,0.781989
-0.36327854,0.14522293,0.9322605
0.47022453,0.40801474,0.8827364
0.81916034,0.23968874,0.5594348
-0.66714406,0.10362866,0.3929552
-0.074599825,0.11019456,0.84358436
0.28125286,0.14360835,0.15586355
0.5811652,0.9104782,0.051698197
0.22522075,0.41666356,0.1267973
-0.006428771,0.10494158,0.15356342
0.42386204,0.078887455,0.36348626
-0.3459786,0.31881768,0.67939204
0.9285638,0.22389084,0.8970085
-0.67756486,0.44956934,0.52042395
0.5529469,0.30692294,0.6381117
-0.85149527,0.7513281,0.2314609
-0.04555474,0.6486239,0.63946056
0.8153927,0.70047957,0.3228682
-0.71090454,0.060322575,0.05248343
-0.3800829,0.7117238,0.17428018
0.71123016,0.18900628,0.11673093
-0.11983805,0.28282872,0.48308435
0.074569084,0.22518411,0.02487014
0.4112563,0.11358144,0.47919074
0.031096406,0.6814584,0.6469409
-0.028466357,0.34226188,0.89135885
-0.6554099,0.2203702,0.77549404
0.78727853,0.6496675,0.8499794
0.724581,0.9422942,0.85295266
0.31418267,0.87025017,0.6569362
-0.2918882,0.98858494,0.100878194
-0.8155919,0.6826489,0.70779026
-0.2811033,0.023197142,0.11890856
0.04576484,0.48987338,0.35879466
0.26055554,0.37353128,0.7289807
0.4461292,0.89507776,0.41342703
0.28755164,0.47481692,0.010462894
-0.59628016,0.05504941,0.70360166
-0.33843154,0.9990134,0.98315334
-0.17971042,0.5501122,0.37405816
0.32953823,0.5004284,0.7558438
-0.09982214,0.5248583,0.39060983
0.33699816,0.77820235,0.051675722
-0.89951307,0.6498147,0.097165756
0.338494,0.3777698,0.24749166
0.9861608,0.7458645,0.77722925
0.48381525,0.9846812,0.72630656
0.44863817,0.26589072,0.3632002
0.589147,0.42874926,0.04355729
0.32447004,0.5189561,0.51843476
-0.5555196,0.3437298,0.43907565
0.30527586,0.419689,0.31192157
-0.9671514,0.65499526,0.28056386
0.26845682,0.53889847,0.51806486
-0.78336746,0.11678912,0.7119756
0.6832979,0.018017124,0.7531544
0.5117014,0.04929386,0.697148
0.5678585,0.5384153,0.9563737
-0.6581656,0.7374972,0.16381305
-0.7000151,0.13829646,0.089439616
-0.8830673,0.5764556,0.9191868
0.5000525,0.696903,0.685767
0.70814294,0.8599729,0.11791522
0.33892798,0.786213,0.32560173
0.92242354,0.44073296,0.6206089
0.020190738,0.3554148,0.75108856
0.85264146,0.072346635,0.53338367
-0.35349527,0.9930563,0.8500462
0.4504625,0.32852772,0.3437217
0.5081772,0.077576056,0.8469501
0.08760969,0.69889325,0.42028224
0.43045163,0.8317941,0.6979238
